content,rating,created_at,thank_count,label,ID,Unnamed: 4,Unnamed: 5,TicketID,Priority,idex,sentiment
dich vu kh0ng tot tạch wtf 😡 <b>,1.0,,21.0,other,,,,,,,n
s4n ph4m nay rat te xàm xí omg 😡 <b>,2.0,,26.0,other,,,,,,,n
gi4 cao ma kh0ng dang ti3n dở ẹc zzz 🤮 <br>,3.0,,9.0,other,,,,,,,n
gi4 cao ma kh0ng dang ti3n toang vl 😤 <p>,2.0,,11.0,quality,,,,,,,n
s4n ph4m nay rat te xàm xí kaka 😤 <i>,2.0,,0.0,quality,,,,,,,n
ch4t lu0ng qua kem xàm xí zzz 😤 <i>,2.0,,41.0,quality,,,,,,,n
rat that vong dở ẹc vl 🤮 <i>,2.0,,4.0,quality,,,,,,,n
rat that vong xịn xò wtf 🤮 <i>,2.0,,5.0,quality,,,,,,,n
ch4t lu0ng qua kem xàm xí vl 🤮 <i>,3.0,,39.0,quality,,,,,,,n
rat that vong xịn xò huhu 😡 <b>,2.0,,26.0,other,,,,,,,n
gi4 cao ma kh0ng dang ti3n toang kaka 😡 <i>,1.0,,37.0,other,,,,,,,n
dong goi so sai xàm xí huhu 🙄 <i>,3.0,,18.0,deliver,,,,,,,n
gi4 cao ma kh0ng dang ti3n quá chán vl 😭 <i>,2.0,,17.0,BaoHanhDT,,,,,,,n
shop tra loi cham toang wtf 👎 <div>,1.0,,3.0,other,,,,,,,n
dong goi so sai toang huhu 😡 <i>,1.0,,49.0,other,,,,,,,n
s4n ph4m nay rat te toang huhu 🤮 <br>,1.0,,34.0,other,,,,,,,n
gi4 cao ma kh0ng dang ti3n chưa đủ wow fnjskf 😂 <p>,2.0,,21.0,other,,,,,,,n
gi4 cao ma kh0ng dang ti3n quá chán zzz 👎 <br>,3.0,,23.0,quality,,,,,,,n
rat that vong chưa đủ wow huhu 😡 <b>,1.0,,37.0,other,,,,,,,n
ch4t lu0ng qua kem dở ẹc kaka 😂 <div>,3.0,,32.0,quality,,,,,,,n
dich vu kh0ng tot toang huhu 👎 <p>,1.0,,0.0,other,,,,,,,n
s4n ph4m nay rat te toang zzz 🤮 <i>,1.0,,29.0,quality,,,,,,,n
rat that vong chưa đủ wow omg 😭 <b>,2.0,,3.0,other,,,,,,,n
rat that vong xịn xò omg 😤 <p>,1.0,,26.0,other,,,,,,,n
dong goi so sai xàm xí huhu 😡 <br>,3.0,,8.0,deliver,,,,,,,n
ch4t lu0ng qua kem dở ẹc lmao 😂 <br>,3.0,,34.0,quality,,,,,,,n
kh0ng nen mµ4 tạch lmao 🤮 <i>,1.0,,0.0,other,,,,,,,n
rat that vong chưa đủ wow fnjskf 😤 <p>,3.0,,34.0,other,,,,,,,n
shop tra loi cham toang zzz 🤮 <p>,1.0,,36.0,other,,,,,,,n
s4n ph4m nay rat te quá chán kaka 🤮 <b>,3.0,,44.0,other,,,,,,,n
dong goi so sai tạch wtf 😭 <i>,1.0,,24.0,deliver,,,,,,,n
dong goi so sai quá chán lmao 😡 <b>,3.0,,46.0,deliver,,,,,,,n
kh0ng nen mµ4 dở ẹc wtf 😂 <b>,3.0,,0.0,other,,,,,,,n
shop tra loi cham tạch wtf 😭 <div>,3.0,,47.0,other,,,,,,,n
kh0ng nen mµ4 tạch vl 😂 <div>,2.0,,4.0,other,,,,,,,n
dich vu kh0ng tot chưa đủ wow fnjskf 😂 <br>,1.0,,25.0,other,,,,,,,n
s4n ph4m nay rat te toang zzz 🙄 <p>,3.0,,24.0,BaoHanhDT,,,,,,,n
shop tra loi cham toang omg 🤮 <p>,1.0,,47.0,other,,,,,,,n
s4n ph4m nay rat te tạch kaka 😡 <div>,1.0,,12.0,other,,,,,,,n
dong goi so sai toang huhu 🤮 <br>,3.0,,49.0,deliver,,,,,,,n
s4n ph4m nay rat te dở ẹc fnjskf 🤮 <div>,2.0,,32.0,quality,,,,,,,n
shop tra loi cham chưa đủ wow huhu 😤 <b>,1.0,,50.0,other,,,,,,,n
rat that vong tạch lmao 👎 <b>,3.0,,41.0,other,,,,,,,n
gi4 cao ma kh0ng dang ti3n xịn xò zzz 🙄 <b>,3.0,,17.0,other,,,,,,,n
ch4t lu0ng qua kem xàm xí vl 🙄 <i>,2.0,,4.0,quality,,,,,,,n
rat that vong dở ẹc huhu 😂 <i>,1.0,,9.0,other,,,,,,,n
dong goi so sai xàm xí vl 🙄 <i>,3.0,,6.0,deliver,,,,,,,n
kh0ng nen mµ4 quá chán vl 🤮 <div>,3.0,,23.0,other,,,,,,,n
s4n ph4m nay rat te xịn xò lmao 🤮 <i>,1.0,,37.0,other,,,,,,,n
gi4 cao ma kh0ng dang ti3n dở ẹc huhu 🙄 <i>,2.0,,21.0,other,,,,,,,n
ch4t lu0ng qua kem dở ẹc vl 😂 <b>,3.0,,9.0,quality,,,,,,,n
dich vu kh0ng tot quá chán wtf 👎 <div>,1.0,,38.0,other,,,,,,,n
kh0ng nen mµ4 quá chán wtf 😂 <p>,2.0,,34.0,other,,,,,,,n
shop tra loi cham toang fnjskf 😡 <br>,1.0,,22.0,other,,,,,,,n
ch4t lu0ng qua kem xàm xí kaka 🤮 <div>,3.0,,48.0,quality,,,,,,,n
ch4t lu0ng qua kem toang lmao 😂 <br>,1.0,,21.0,quality,,,,,,,n
dong goi so sai dở ẹc zzz 🙄 <br>,1.0,,31.0,deliver,,,,,,,n
s4n ph4m nay rat te xàm xí vl 😡 <i>,1.0,,5.0,other,,,,,,,n
dich vu kh0ng tot quá chán huhu 😤 <i>,1.0,,47.0,other,,,,,,,n
shop tra loi cham xịn xò zzz 😂 <div>,2.0,,20.0,other,,,,,,,n
gi4 cao ma kh0ng dang ti3n dở ẹc zzz 🙄 <p>,1.0,,19.0,other,,,,,,,n
s4n ph4m nay rat te xịn xò zzz 🤮 <br>,1.0,,23.0,other,,,,,,,n
shop tra loi cham tạch kaka 🤮 <i>,1.0,,11.0,other,,,,,,,n
ch4t lu0ng qua kem chưa đủ wow huhu 😡 <br>,2.0,,23.0,quality,,,,,,,n
kh0ng nen mµ4 quá chán kaka 🤮 <br>,1.0,,15.0,other,,,,,,,n
kh0ng nen mµ4 quá chán huhu 😡 <i>,3.0,,11.0,other,,,,,,,n
s4n ph4m nay rat te xịn xò huhu 😤 <div>,3.0,,5.0,other,,,,,,,n
rat that vong chưa đủ wow omg 🤮 <p>,1.0,,15.0,other,,,,,,,n
s4n ph4m nay rat te xàm xí wtf 🙄 <br>,3.0,,8.0,other,,,,,,,n
rat that vong xịn xò omg 🙄 <i>,3.0,,12.0,BaoHanhDT,,,,,,,n
ch4t lu0ng qua kem quá chán kaka 😭 <div>,1.0,,44.0,quality,,,,,,,n
kh0ng nen mµ4 tạch vl 😤 <p>,2.0,,15.0,other,,,,,,,n
dich vu kh0ng tot dở ẹc vl 😡 <b>,2.0,,22.0,other,,,,,,,n
ch4t lu0ng qua kem dở ẹc zzz 😂 <p>,1.0,,46.0,quality,,,,,,,n
dong goi so sai toang wtf 😭 <b>,2.0,,36.0,deliver,,,,,,,n
kh0ng nen mµ4 dở ẹc fnjskf 😭 <p>,2.0,,11.0,other,,,,,,,n
kh0ng nen mµ4 xịn xò huhu 😭 <i>,3.0,,28.0,other,,,,,,,n
dich vu kh0ng tot tạch wtf 😤 <p>,1.0,,25.0,other,,,,,,,n
ch4t lu0ng qua kem xịn xò vl 👎 <b>,1.0,,44.0,quality,,,,,,,n
dong goi so sai xàm xí wtf 😂 <b>,3.0,,9.0,deliver,,,,,,,n
dich vu kh0ng tot xịn xò kaka 😂 <b>,1.0,,9.0,other,,,,,,,n
s4n ph4m nay rat te quá chán kaka 😭 <p>,1.0,,12.0,BaoHanhDT,,,,,,,n
kh0ng nen mµ4 xàm xí kaka 🙄 <br>,2.0,,16.0,other,,,,,,,n
s4n ph4m nay rat te xịn xò omg 🤮 <div>,2.0,,48.0,other,,,,,,,n
dong goi so sai tạch omg 😤 <i>,1.0,,35.0,deliver,,,,,,,n
dong goi so sai xàm xí fnjskf 👎 <p>,2.0,,35.0,deliver,,,,,,,n
rat that vong chưa đủ wow huhu 👎 <b>,2.0,,34.0,other,,,,,,,n
gi4 cao ma kh0ng dang ti3n dở ẹc huhu 😂 <i>,2.0,,10.0,other,,,,,,,n
shop tra loi cham quá chán vl 😤 <div>,2.0,,46.0,other,,,,,,,n
gi4 cao ma kh0ng dang ti3n xàm xí kaka 👎 <div>,3.0,,22.0,other,,,,,,,
rat that vong toang zzz 😤 <i>,2.0,,5.0,other,,,,,,,n
ch4t lu0ng qua kem chưa đủ wow zzz 🤮 <p>,2.0,,43.0,quality,,,,,,,n
ch4t lu0ng qua kem dở ẹc fnjskf 😭 <div>,2.0,,48.0,quality,,,,,,,n
dich vu kh0ng tot tạch lmao 😤 <br>,2.0,,44.0,other,,,,,,,n
kh0ng nen mµ4 toang zzz 😤 <br>,2.0,,42.0,other,,,,,,,n
dich vu kh0ng tot chưa đủ wow huhu 🤮 <p>,3.0,,4.0,other,,,,,,,n
dich vu kh0ng tot xịn xò huhu 🙄 <i>,3.0,,12.0,other,,,,,,,n
gi4 cao ma kh0ng dang ti3n toang vl 🤮 <i>,3.0,,24.0,other,,,,,,,n
dich vu kh0ng tot tạch huhu 🤮 <br>,2.0,,38.0,other,,,,,,,n
kh0ng nen mµ4 dở ẹc vl 🤮 <b>,2.0,,0.0,other,,,,,,,n
kh0ng nen mµ4 toang omg 😭 <br>,2.0,,30.0,other,,,,,,,n
dong goi so sai toang kaka 🙄 <br>,2.0,,17.0,deliver,,,,,,,n
dich vu kh0ng tot dở ẹc huhu 🙄 <div>,1.0,,6.0,other,,,,,,,n
ch4t lu0ng qua kem quá chán zzz 😂 <p>,2.0,,44.0,quality,,,,,,,n
shop tra loi cham toang zzz 😭 <div>,3.0,,34.0,other,,,,,,,n
rat that vong toang wtf 😤 <b>,1.0,,29.0,other,,,,,,,n
shop tra loi cham chưa đủ wow zzz 😂 <i>,3.0,,2.0,other,,,,,,,n
gi4 cao ma kh0ng dang ti3n tạch fnjskf 😤 <i>,3.0,,7.0,other,,,,,,,n
dich vu kh0ng tot tạch vl 😤 <div>,1.0,,42.0,other,,,,,,,n
kh0ng nen mµ4 quá chán vl 🙄 <div>,3.0,,15.0,other,,,,,,,n
dong goi so sai xàm xí vl 🙄 <div>,3.0,,10.0,other,,,,,,,n
kh0ng nen mµ4 chưa đủ wow huhu 🙄 <p>,1.0,,4.0,other,,,,,,,n
kh0ng nen mµ4 xàm xí wtf 🙄 <br>,1.0,,47.0,other,,,,,,,n
shop tra loi cham xàm xí wtf 🙄 <br>,1.0,,16.0,other,,,,,,,n
ch4t lu0ng qua kem toang zzz 😡 <br>,3.0,,0.0,quality,,,,,,,n
dong goi so sai chưa đủ wow lmao 😂 <div>,1.0,,4.0,other,,,,,,,n
kh0ng nen mµ4 chưa đủ wow fnjskf 🤮 <br>,1.0,,50.0,other,,,,,,,n
shop tra loi cham dở ẹc fnjskf 😂 <div>,3.0,,13.0,other,,,,,,,n
rat that vong tạch kaka 😂 <b>,2.0,,1.0,other,,,,,,,n
s4n ph4m nay rat te quá chán omg 😂 <p>,3.0,,41.0,other,,,,,,,n
dong goi so sai xịn xò omg 👎 <b>,3.0,,9.0,other,,,,,,,p
dong goi so sai toang lmao 🙄 <br>,1.0,,10.0,other,,,,,,,n
rat that vong xàm xí fnjskf 🤮 <b>,3.0,,8.0,other,,,,,,,n
ch4t lu0ng qua kem xàm xí vl 😤 <div>,3.0,,8.0,other,,,,,,,n
kh0ng nen mµ4 chưa đủ wow omg 😡 <p>,1.0,,29.0,other,,,,,,,n
dich vu kh0ng tot toang huhu 🤮 <div>,2.0,,31.0,other,,,,,,,n
dich vu kh0ng tot xịn xò wtf 😂 <br>,3.0,,50.0,other,,,,,,,n
gi4 cao ma kh0ng dang ti3n chưa đủ wow vl 😡 <i>,3.0,,11.0,other,,,,,,,n
dich vu kh0ng tot xàm xí zzz 😭 <br>,3.0,,33.0,other,,,,,,,n
s4n ph4m nay rat te tạch zzz 🙄 <br>,2.0,,45.0,other,,,,,,,n
ch4t lu0ng qua kem chưa đủ wow vl 🤮 <p>,1.0,,28.0,quality,,,,,,,n
kh0ng nen mµ4 toang kaka 👎 <br>,1.0,,5.0,other,,,,,,,n
dong goi so sai dở ẹc kaka 😂 <i>,3.0,,27.0,other,,,,,,,n
shop tra loi cham dở ẹc lmao 🙄 <div>,2.0,,32.0,other,,,,,,,n
dong goi so sai xàm xí huhu 😡 <i>,2.0,,49.0,other,,,,,,,n
s4n ph4m nay rat te chưa đủ wow huhu 🤮 <br>,2.0,,1.0,other,,,,,,,n
shop tra loi cham xàm xí zzz 😤 <i>,2.0,,25.0,other,,,,,,,n
dong goi so sai dở ẹc zzz 😭 <p>,1.0,,15.0,other,,,,,,,n
s4n ph4m nay rat te chưa đủ wow vl 😂 <p>,3.0,,17.0,other,,,,,,,n
shop tra loi cham tạch omg 😡 <br>,2.0,,39.0,other,,,,,,,n
gi4 cao ma kh0ng dang ti3n xịn xò huhu 😤 <p>,1.0,,26.0,other,,,,,,,n
kh0ng nen mµ4 quá chán lmao 😂 <p>,3.0,,0.0,other,,,,,,,n
shop tra loi cham chưa đủ wow huhu 🙄 <br>,3.0,,30.0,other,,,,,,,n
"Mình thấy nồi dùng khá ok nhé, cho nước đầy vào đun thì tầm 10p là sôi. Tuy nhiên là phần nồi với đáy nồi không tách rời được nên lúc rửa phải cẩn thận không nước rớt vào chỗ dây diện.",5.0,,1.0,hdsd,,,,,,,p
"Đẹp, hiện đại và dễ xài. Nấu sôi nước rất nhanh nhưng nếu có thực phẩm thì phải để sôi lâu chút vì chỉ có thể chín bên ngoài chưa chín bên trong.",5.0,,0.0,other,,,,,,,p
"Có nhiều yếu tố để dành lời khen tặng cho sản phẩm này.
Duy nhất một nhược điểm là khi rửa nên cẩn thận phần đáy có thể vào nước!",5.0,,2.0,hdsd,,,,,,,p
good,5.0,,0.0,other,,,,,,,p
Tiki quá ok.,5.0,,0.0,other,,,,,,,p
Lớp chống dính quá đỉnh!,5.0,,0.0,other,,,,,,,p
Núm trên nắp vung nồi mới dùng lần đầu tiên đã bị gãy rời ra.,2.0,,0.0,BaoHanhDT,,,,,,,p
"Màu và chất liệu đẹp, sang, nấu thử nước sôi thì thấy rất nhanh, hi vọng dùng bền",5.0,,0.0,other,,,,,,,p
"nồi đẹp, xịn . giao hàng nhanh, nhân viên thân thiện",5.0,,0.0,deliver,,,,,,,p
Giao hàng nhanh,5.0,,0.0,deliver,,,,,,,p
Rất tốt cảm ơn nha,5.0,,0.0,other,,,,,,,p
"Nhân viên tên Hoàng Cảnh Tinh., Làm ở SGN4 shipper chạy tuyến Bình Trị Đông A, nên tăng lương cho bạn này, làm việc rất chuyên nghiệp,uy tín, nhà mình ở Bình Chánh, đặt nhầm ở Bình Tân, bạn vẫn hỗ trợ giao rất tuyệt,hun bạn cái🤣🤣🤣",5.0,,0.0,deliver,,,,,,,p
"hộp bọc cẩn thận, tuy nhiên đang ghi địa chỉ đến là một người khác; không biết có phải hàng đổi không? Nên tạm thời tôi chưa đánh giá, sử dụng thử xong sẽ đánh giá",4.0,,0.0,other,,,,,,,p
Tôi hài lòng với sản phẩm mình chọn mua. Sp được giao đúng giờ hẹn. Nồi nhìn sang nhưng mỏng và nhẹ như giá tiền. Tôi chưa dùng nên chưa biết chất lượng thế nào. Hy vọng là bền tí cho đỡ chi tiêu mua sắm mới.,5.0,,0.0,other,,,,,,,p
"Nồi đẹp, mình mua được giá sale là 939k. Mua hôm trước, hôm sau nhận được rồi. Tiki lần này cho giá quá tốt và giao hàng nhanh chóng.
Về phần nồi: nắp và lòng nồi không dày không mỏng, đương nhiên không thể so với nồi lẩu tiger rồi nhưng vẫn ổn trong tầm giá. Lần đầu nấu thì mùi nhựa nhiều lắm.",5.0,,3.0,promo,,,,,,,p
"Sản phẩm đẹp, chưa dùng nên chưa biết sao. Giao hàng nhanh, đóng gói cẩn thận. Nhưng mua thấy được tặng kèm bộ dao mà ko thấy có kèm quà tặng. Nên chỉ cho 3*. Sẽ thay đổi * khi đc phản hồi",3.0,,0.0,promo,,,,,,,p
"Mới mua chưa sử dụng chưa biết ,mà shop giao hàng rất nhanh luôn , mình thích giao nhanh như vậy lắm , nhanh gọn",5.0,,1.0,deliver,,,,,,,p
Minh rat hai long,5.0,,0.0,other,,,,,,,p
"đẹp, dễ lau chùi vệ sinh, tốc độ sôi nhanh",5.0,,0.0,other,,,,,,,p
"đẫ nhận dc hàng , đúng như quảng cáo , đẹp , chưa sử dụng nên chưa biết ntn ?",5.0,,0.0,other,,,,,,,p
Sản phâ.r sử dụng ok,5.0,,0.0,other,,,,,,,p
"Hàng hóa mới cứng. Lớp chống dính của 2 cái nồi ổn. Đổ nước nấu thử thì hơi chậm, nhưng nóng lâu. Tóm lại ổn trong tầm giá.",5.0,,0.0,other,,,,,,,p
"Giao hàng siêu nhanh, đặt tối hôm trước sáng hôm sau đã giao tới.
Nồi khá lớn so với mình nghĩ, mẫu đẹp như hình. Chưa xài nên chưa biết chất lượng thế nào",5.0,,0.0,other,,,,,,,p
"Mẫu mã đẹp. Mình chưa dùng nên chưa bít chất lượng ntn. 
Mình chưa nhận được quà tặng kèm (hộp nhựa), shop check lại giúp mình nhé",5.0,,0.0,promo,,,,,,,p
"Đã sử dụng, ổn",5.0,,0.0,other,,,,,,,p
"Giao hàng nhanh, mẫu mã đẹp.",5.0,,0.0,deliver,,,,,,,p
"Nồi đẹp, giống mẫu đã đặt, lớp chống dính rất ok.",5.0,,0.0,other,,,,,,,p
"Có nhiều mức nhiệt độ, nồi nóng nhanh, lớp chống dính tốt. Mẫu mã đẹp. Màu trắng nhìn vô cùng sang trọng",5.0,,1.0,other,,,,,,,p
"Nhìn ok vừa ý, phù hợp với căn nhà nhỏ, chưa sd nên chưa bik chất lượng ntn, tuy nhiên ko nhận được quà tặng kèm",4.0,,0.0,promo,,,,,,,p
"Nồi toả nhiệt rất tốt, mẫu mã đẹp đã *** và thấy rất hài lòng",5.0,,0.0,other,,,,,,,p
Tiện lợi,5.0,,0.0,other,,,,,,,p
Cái nồi k khớp như này à shop ơi?,3.0,,0.0,BaoHanhDT,,,,,,,n
"Nồi đẹp xinh lắm nha, nấu cũng ok. Dể trên bếp sài luôn, hi vọng sài lâu dài, Cảm ơn Tiki cho cái giá quá tốt ☺️",5.0,,0.0,promo,,,,,,,p
"Hàng chất lương tốt giá hợp lý, giao hàng nhanh",5.0,,0.0,quality,,,,,,,p
Mình đã nhận được. Nồi đẹp đóng gói cẩn thận .Giao hàng nhanh.,5.0,,0.0,deliver,,,,,,,p
Giao nhanh hàng còn nguyên vẹn sản phẩm tốt,5.0,,0.0,deliver,,,,,,,p
Chưa dùng nhưng nhìn sản phẩm rất sắc nét và sang xịn trong tầm giá 1tr!,5.0,,0.0,other,,,,,,,p
Sốp ơi nồi đẹp lắm nhưng tớ nhỡ đánh vỡ cái vung giờ có cách nào mua đc nguyên vung ko a,5.0,,0.0,other,,,,,,,p
Tốt,5.0,,0.0,other,,,,,,,p
Rất tốt. Giao hàng nhanh.đóng gói cẩn thận,5.0,,0.0,deliver,,,,,,,p
Nhận hàng mới đẹp,5.0,,0.0,other,,,,,,,p
"Hàng chuẩn ok
Dùng ảnh thay thế hihi",5.0,,0.0,quality,,,,,,,p
"Rất hài lòng , vừa nhận mở ra ưng quá trời tiki giao hàng nhanh thật đó giao tế liếp thân thiện",5.0,,0.0,deliver,,,,,,,p
"Nồi dùng rất tốt, vệ sinh nhanh. Phù gợp với gia đình ít người.",5.0,,0.0,other,,,,,,,p
"Dễ dàng vệ sinh, tốc độ tăng nhanh, dễ sử dụng!",5.0,,0.0,other,,,,,,,p
"Nồi chắc chắn, mẫu mã đẹp, dễ sử dụng, tiện lợi, dung tích hợp lí! Nóng nhanh! Rất tốt!",5.0,,0.0,other,,,,,,,p
Hàng chất lượng nhưng chương trình khuyến mãi có tặng kèm máy vắt cam thực tế ko có. Nên hơi khó chịu,2.0,,0.0,promo,,,,,,,p
"Mau đẹp , hang động goi rat ky",5.0,,0.0,other,,,,,,,p
Khay lẩu đặt vào cứ lỏng lẻo không khớp và ko chặt. Đề nghị hãng trả lời câu hỏi này ạ,3.0,,0.0,hdsd,,,,,,,n
"Dễ sử dụng, tiện lợi, giá cả hợp lý",5.0,,0.0,other,,,,,,,p
Ko thấy quà tặng!,4.0,,0.0,promo,,,,,,,n
"Rất tiện dụng. Siêng ăn lẩu hơn. Khó, xào, nấu ăn đều được.",5.0,,0.0,other,,,,,,,p
Tuyệt vời,5.0,,0.0,other,,,,,,,p
"Giao hàng nhanh, nồi sử dụng tốt, còn độ bền thì phải dùng thêm 1 thời gian mới đánh giá đc",5.0,,0.0,deliver,,,,,,,p
"Giao hàng siêu nhanh, chống dính tốt, tiện lợi",5.0,,0.0,deliver,,,,,,,p
"Nồi đẹp, sôi nhanh.",5.0,,1.0,other,,,,,,,p
hàng xài ok. nút đèn hiển thị hơi tối khó quan sát,4.0,,0.0,other,,,,,,,n
rất ok nhanh và đủ độ nóng khi su dụng,5.0,,0.0,other,,,,,,,p
hàng ổn nhamoij người mùi nhựa xíu muađuocwj giảm giá vui vui,5.0,,0.0,promo,,,,,,,p
"Hàng đúng mẫu, giao nhanh nhưng nút điều chỉnh nhiệt độ chập chờn",3.0,,0.0,other,,,,,,,p
Chưa sử dụng nên không biết chất lượng thế nào nhưng hàng nhận được đúng như hình ảnh,5.0,,0.0,other,,,,,,,p
Hình ảnh mang tính chất nhận xu,5.0,,0.0,other,,,,,,,p
"nồi đẹp, chât lượng , rât hai long",5.0,,0.0,quality,,,,,,,p
"Mẫu mã đẹp, dễ sử dụng, tiện nghi và an toàn.",4.0,,0.0,other,,,,,,,p
chuẩn hàng của hãng. chất luong tốt giá cả rẻ. sẽ ủng họ tiếp,5.0,,0.0,quality,,,,,,,p
"Dễ dàng vệ sinh, sôi nhanh",5.0,,0.0,other,,,,,,,p
"sản phẩm ok , chưa dùng nên k biết chất lượng sao",5.0,,0.0,other,,,,,,,p
Nồi chất lượng tốt. Dễ sử dụng,5.0,,0.0,quality,,,,,,,p
"Đóng gói cẩn thận, giao hàng rất nhanh",4.0,,0.0,deliver,,,,,,,p
Tốt,5.0,,0.0,other,,,,,,,p
Mau mà đẹp. Nóng nhanh. Chưa dùng nhiều . Hai lòng.,5.0,,0.0,other,,,,,,,p
"Sản phẩm đẹp, giao hàng nhanh và giá sale rẻ so với giá trị sử dụng",5.0,,0.0,other,,,,,,,p
Hàng đẹp,5.0,,0.0,other,,,,,,,p
Moi mua chua dung chu biet co loi gi khong nhung nhin thay dep,4.0,,0.0,other,,,,,,,p
Minh muốn hỏi có mua lồng nồi đc ko tiki,5.0,,0.0,other,,,,,,,p
Hàng tốt giá rẻ vì hôm ấy mình mua được giảm tới 50%,5.0,,0.0,promo,,,,,,,p
Sản phẩm ok,5.0,,0.0,other,,,,,,,p
"Dễ vệ sinh, nóng nhanh, nồi rất ok",5.0,,1.0,other,,,,,,,p
Nồi xịn rất hài lòng,5.0,,0.0,other,,,,,,,p
OK,5.0,,0.0,other,,,,,,,p
Hài lòng. Rất đẹp,5.0,,0.0,other,,,,,,,p
Hàng đúng như quảng cáo,5.0,,0.0,other,,,,,,,p
Nồi đẹp nóng nhanh,5.0,,0.0,other,,,,,,,p
Dùng thích mê đáng mua lắm ạ,5.0,,0.0,other,,,,,,,p
Tốt,5.0,,0.0,other,,,,,,,p
tốt,5.0,,0.0,other,,,,,,,p
rất ok,5.0,,0.0,other,,,,,,,p
fnjskf sale mà ảo ma canada ghê 😂 ✨,5.0,,14.0,promo,,,,,,,p
ưu đãi nhìn phèn qá 😤 ảo ma,1.0,,28.0,promo,,,,,,,p
fnjskf sale mà ảo ma canada ghê 😂 ✨,5.0,,12.0,promo,,,,,,,p
code giảm giá hết hạn lẹ vc 😢 fnjskf,5.0,,44.0,promo,,,,,,,n
t4j kh0an quét mãi ko nhận dc 😑 phèn,2.0,,33.0,promo,,,,,,,n
t4j kh0an quét mãi ko nhận dc 😑 💔,2.0,,35.0,promo,,,,,,,n
km chưa đủ căng đét nha shop 💔,1.0,,36.0,promo,,,,,,,n
k0 th4y km nhìu j hết 😒 căng đét 😡 fnjskf,2.0,,41.0,promo,,,,,,,n
k0 th4y km nhìu j hết 😒 căng đét 👎 fnjskf,3.0,,29.0,promo,,,,,,,n
code giảm giá hết hạn lẹ vc căng đét 🔥,4.0,,42.0,promo,,,,,,,n
fnjskf sale mà ảo ma canada ghê 😂 căng đét,4.0,,43.0,promo,,,,,,,n
<span>voucher tới tay mà xài ko đc 😡 hết nấc 🔥<br>,1.0,,10.0,promo,,,,,,,n
ưu đãi nhìn phèn qá 😤 ✨,1.0,,14.0,promo,,,,,,,n
voucher tới tay mà xài ko đc 😡 phèn 💀 fnjskf,3.0,,26.0,promo,,,,,,,n
ưu đãi nhìn phèn qá 😤 😂,5.0,,18.0,promo,,,,,,,n
<br>khuyến m4j ko đc như qc cáo 💔 chill 💔<i>,1.0,,3.0,promo,,,,,,,n
ưu đãi nghe chill mà ko wow lắm,4.0,,13.0,promo,,,,,,,n
</span>km chưa đủ căng đét nha shop chill 💔</div>,1.0,,42.0,promo,,,,,,,n
<span>code giảm giá hết hạn lẹ vc căng đét 👍</b> fnjskf,1.0,,42.0,promo,,,,,,,n
ưu đãi nhìn phèn qá 😤 👍,4.0,,27.0,promo,,,,,,,n
</span>ưu đãi nhìn phèn qá 😤 👍</i>,3.0,,20.0,promo,,,,,,,n
voucher tới tay mà xài ko đc 😡 ảo ma,1.0,,35.0,promo,,,,,,,n
khuyến m4j ko đc như qc cáo 💔 😂,5.0,,10.0,promo,,,,,,,n
ưu đãi nghe chill mà ko wow lắm 😤,4.0,,12.0,promo,,,,,,,n
fnjskf sale mà ảo ma canada ghê 😂,4.0,,43.0,promo,,,,,,,n
ưu đãi nhìn phèn qá 😤 💀,3.0,,13.0,promo,,,,,,,n
fnjskf sale mà ảo ma canada ghê 😂,1.0,,49.0,promo,,,,,,,n
<div>ưu đãi nhìn phèn qá 😤 chill</div>,5.0,,20.0,promo,,,,,,,n
k0 th4y km nhìu j hết 😒 xịn xò 😂,5.0,,28.0,promo,,,,,,,n
code giảm giá hết hạn lẹ vc chill 😂,4.0,,11.0,promo,,,,,,,n
ưu đãi nghe chill mà ko wow lắm hơi lú 😡,1.0,,18.0,promo,,,,,,,n
ưu đãi nhìn phèn qá 😤 💀,4.0,,9.0,promo,,,,,,,n
code giảm giá hết hạn lẹ vc xịn xò 😂,2.0,,0.0,promo,,,,,,,n
k0 th4y km nhìu j hết 😒 chill 👎,4.0,,30.0,promo,,,,,,,n
<br>deal hịn mà chậm áp dụng 😭 😡<div> fnjskf,5.0,,37.0,promo,,,,,,,n
ưu đãi nghe chill mà ko wow lắm hết nấc,4.0,,15.0,promo,,,,,,,n
km chưa đủ căng đét nha shop 😂,5.0,,29.0,promo,,,,,,,n
code giảm giá hết hạn lẹ vc 👍,2.0,,12.0,promo,,,,,,,n
code giảm giá hết hạn lẹ vc phèn 😢,1.0,,40.0,promo,,,,,,,n
deal hịn mà chậm áp dụng 😭 😂,5.0,,38.0,promo,,,,,,,n
k0 th4y km nhìu j hết 😒 💔,1.0,,25.0,promo,,,,,,,n
ưu đãi nhìn phèn qá 😤 căng đét,3.0,,14.0,promo,,,,,,,n
voucher tới tay mà xài ko đc 😡 💔,1.0,,13.0,promo,,,,,,,n
</div>km chưa đủ căng đét nha shop phèn<b>,2.0,,18.0,promo,,,,,,,n
fnjskf sale mà ảo ma canada ghê 😂 căng đét,1.0,,3.0,promo,,,,,,,n
t4j kh0an quét mãi ko nhận dc 😑 chill 👍 fnjskf,1.0,,46.0,promo,,,,,,,n
